date,season,team,opponent,team_score,opp_score,wteam,lteam,home_away,result,team_win_pct,team_win_streak,team_loss_streak,team_wins,team_losses,team_record
4/28/22,2022,CHN,ATL,1,5,ATL,CHN,away,L,0.444444444,1,0,8,10,8-10
4/29/22,2022,CHN,MIL,1,11,MIL,CHN,away,L,0.421052632,0,1,8,11,8-11
4/30/22,2022,CHN,MIL,1,9,MIL,CHN,away,L,0.4,0,2,8,12,8-12
5/1/22,2022,CHN,MIL,2,0,CHN,MIL,away,W,0.380952381,0,3,8,13,8-13
5/3/22,2022,CHN,CHA,1,3,CHA,CHN,home,L,0.409090909,1,0,9,13,9-13
5/4/22,2022,CHN,CHA,3,4,CHA,CHN,home,L,0.391304348,0,1,9,14,9-14
5/7/22,2022,CHN,LAN,0,7,LAN,CHN,home,L,0.375,0,2,9,15,9-15
5/7/22,2022,CHN,LAN,2,6,LAN,CHN,home,L,0.36,0,3,9,16,9-16
5/8/22,2022,CHN,LAN,1,7,LAN,CHN,home,L,0.346153846,0,4,9,17,9-17
5/9/22,2022,CHN,SDN,6,0,CHN,SDN,away,W,0.333333333,0,5,9,18,9-18
5/10/22,2022,CHN,SDN,4,5,SDN,CHN,away,L,0.357142857,1,0,10,18,10-18
5/11/22,2022,CHN,SDN,7,5,CHN,SDN,away,W,0.344827586,0,1,10,19,10-19
5/13/22,2022,CHN,ARI,3,4,ARI,CHN,away,L,0.366666667,1,0,11,19,11-19
5/14/22,2022,CHN,ARI,4,2,CHN,ARI,away,W,0.35483871,0,1,11,20,11-20
5/15/22,2022,CHN,ARI,3,2,CHN,ARI,away,W,0.375,1,0,12,20,12-20
5/16/22,2022,CHN,PIT,9,0,CHN,PIT,home,W,0.393939394,2,0,13,20,13-20
5/17/22,2022,CHN,PIT,7,0,CHN,PIT,home,W,0.411764706,3,0,14,20,14-20
5/18/22,2022,CHN,PIT,2,3,PIT,CHN,home,L,0.428571429,4,0,15,20,15-20
5/19/22,2022,CHN,ARI,1,3,ARI,CHN,home,L,0.416666667,0,1,15,21,15-21
5/20/22,2022,CHN,ARI,6,10,ARI,CHN,home,L,0.405405405,0,2,15,22,15-22
5/21/22,2022,CHN,ARI,6,7,ARI,CHN,home,L,0.394736842,0,3,15,23,15-23
5/22/22,2022,CHN,ARI,5,4,CHN,ARI,home,W,0.384615385,0,4,15,24,15-24
5/23/22,2022,CHN,CIN,7,4,CHN,CIN,away,W,0.4,1,0,16,24,16-24
5/24/22,2022,CHN,CIN,11,4,CHN,CIN,away,W,0.414634146,2,0,17,24,17-24
5/25/22,2022,CHN,CIN,3,4,CIN,CHN,away,L,0.428571429,3,0,18,24,18-24
5/26/22,2022,CHN,CIN,5,20,CIN,CHN,away,L,0.418604651,0,1,18,25,18-25
5/28/22,2022,CHN,CHA,5,1,CHN,CHA,away,W,0.409090909,0,2,18,26,18-26
5/29/22,2022,CHN,CHA,4,5,CHA,CHN,away,L,0.422222222,1,0,19,26,19-26
5/30/22,2022,CHN,MIL,6,7,MIL,CHN,home,L,0.413043478,0,1,19,27,19-27
5/30/22,2022,CHN,MIL,1,3,MIL,CHN,home,L,0.404255319,0,2,19,28,19-28
5/31/22,2022,CHN,MIL,8,7,CHN,MIL,home,W,0.395833333,0,3,19,29,19-29
6/1/22,2022,CHN,MIL,4,3,CHN,MIL,home,W,0.408163265,1,0,20,29,20-29
6/2/22,2022,CHN,SLN,7,5,CHN,SLN,home,W,0.42,2,0,21,29,21-29
6/3/22,2022,CHN,SLN,5,14,SLN,CHN,home,L,0.431372549,3,0,22,29,22-29
6/4/22,2022,CHN,SLN,6,1,CHN,SLN,home,W,0.423076923,0,1,22,30,22-30
6/4/22,2022,CHN,SLN,4,7,SLN,CHN,home,L,0.433962264,1,0,23,30,23-30
6/5/22,2022,CHN,SLN,3,5,SLN,CHN,home,L,0.425925926,0,1,23,31,23-31
6/7/22,2022,CHN,BAL,3,9,BAL,CHN,away,L,0.418181818,0,2,23,32,23-32
6/10/22,2022,CHN,NYA,1,2,NYA,CHN,away,L,0.410714286,0,3,23,33,23-33
6/11/22,2022,CHN,NYA,0,8,NYA,CHN,away,L,0.403508772,0,4,23,34,23-34
6/12/22,2022,CHN,NYA,4,18,NYA,CHN,away,L,0.396551724,0,5,23,35,23-35
6/13/22,2022,CHN,SDN,1,4,SDN,CHN,home,L,0.389830508,0,6,23,36,23-36
6/14/22,2022,CHN,SDN,5,12,SDN,CHN,home,L,0.383333333,0,7,23,37,23-37
6/15/22,2022,CHN,SDN,5,19,SDN,CHN,home,L,0.37704918,0,8,23,38,23-38
6/16/22,2022,CHN,SDN,4,6,SDN,CHN,home,L,0.370967742,0,9,23,39,23-39
6/17/22,2022,CHN,ATL,1,0,CHN,ATL,home,W,0.365079365,0,10,23,40,23-40
6/18/22,2022,CHN,ATL,6,3,CHN,ATL,home,W,0.375,1,0,24,40,24-40
6/19/22,2022,CHN,ATL,0,6,ATL,CHN,home,L,0.384615385,2,0,25,40,25-40
6/20/22,2022,CHN,PIT,1,12,PIT,CHN,away,L,0.378787879,0,1,25,41,25-41
6/21/22,2022,CHN,PIT,1,7,PIT,CHN,away,L,0.373134328,0,2,25,42,25-42
6/22/22,2022,CHN,PIT,14,5,CHN,PIT,away,W,0.367647059,0,3,25,43,25-43
6/23/22,2022,CHN,PIT,7,8,PIT,CHN,away,L,0.376811594,1,0,26,43,26-43
6/24/22,2022,CHN,SLN,3,0,CHN,SLN,away,W,0.371428571,0,1,26,44,26-44
6/25/22,2022,CHN,SLN,3,5,SLN,CHN,away,L,0.38028169,1,0,27,44,27-44
6/26/22,2022,CHN,SLN,6,5,CHN,SLN,away,W,0.375,0,1,27,45,27-45
6/28/22,2022,CHN,CIN,3,5,CIN,CHN,home,L,0.383561644,1,0,28,45,28-45
6/29/22,2022,CHN,CIN,8,3,CHN,CIN,home,W,0.378378378,0,1,28,46,28-46
6/30/22,2022,CHN,CIN,15,7,CHN,CIN,home,W,0.386666667,1,0,29,46,29-46
7/1/22,2022,CHN,BOS,6,5,CHN,BOS,home,W,0.394736842,2,0,30,46,30-46
7/2/22,2022,CHN,BOS,3,1,CHN,BOS,home,W,0.402597403,3,0,31,46,31-46
7/3/22,2022,CHN,BOS,2,4,BOS,CHN,home,L,0.41025641,4,0,32,46,32-46
7/4/22,2022,CHN,MIL,2,5,MIL,CHN,away,L,0.405063291,0,1,32,47,32-47
7/5/22,2022,CHN,MIL,8,3,CHN,MIL,away,W,0.4,0,2,32,48,32-48
7/6/22,2022,CHN,MIL,2,1,CHN,MIL,away,W,0.407407407,1,0,33,48,33-48
7/7/22,2022,CHN,LAN,3,5,LAN,CHN,away,L,0.414634146,2,0,34,48,34-48
7/8/22,2022,CHN,LAN,3,4,LAN,CHN,away,L,0.409638554,0,1,34,49,34-49
7/9/22,2022,CHN,LAN,2,4,LAN,CHN,away,L,0.404761905,0,2,34,50,34-50
7/10/22,2022,CHN,LAN,9,11,LAN,CHN,away,L,0.4,0,3,34,51,34-51
7/12/22,2022,CHN,BAL,2,4,BAL,CHN,home,L,0.395348837,0,4,34,52,34-52
7/13/22,2022,CHN,BAL,1,7,BAL,CHN,home,L,0.390804598,0,5,34,53,34-53
7/14/22,2022,CHN,NYN,0,8,NYN,CHN,home,L,0.386363636,0,6,34,54,34-54
7/16/22,2022,CHN,NYN,1,2,NYN,CHN,home,L,0.382022472,0,7,34,55,34-55
7/16/22,2022,CHN,NYN,3,4,NYN,CHN,home,L,0.377777778,0,8,34,56,34-56
7/17/22,2022,CHN,NYN,3,2,CHN,NYN,home,W,0.373626374,0,9,34,57,34-57
7/22/22,2022,CHN,PHI,15,2,CHN,PHI,away,W,0.380434783,1,0,35,57,35-57
7/23/22,2022,CHN,PHI,6,2,CHN,PHI,away,W,0.387096774,2,0,36,57,36-57
7/24/22,2022,CHN,PHI,4,3,CHN,PHI,away,W,0.393617021,3,0,37,57,37-57
7/25/22,2022,CHN,PIT,3,2,CHN,PIT,home,W,0.4,4,0,38,57,38-57
7/26/22,2022,CHN,PIT,4,2,CHN,PIT,home,W,0.40625,5,0,39,57,39-57
7/28/22,2022,CHN,SFN,2,4,SFN,CHN,away,L,0.412371134,6,0,40,57,40-57
7/29/22,2022,CHN,SFN,4,2,CHN,SFN,away,W,0.408163265,0,1,40,58,40-58
7/30/22,2022,CHN,SFN,4,5,SFN,CHN,away,L,0.414141414,1,0,41,58,41-58
7/31/22,2022,CHN,SFN,0,4,SFN,CHN,away,L,0.41,0,1,41,59,41-59
8/2/22,2022,CHN,SLN,0,6,SLN,CHN,away,L,0.405940594,0,2,41,60,41-60
8/4/22,2022,CHN,SLN,3,4,SLN,CHN,away,L,0.401960784,0,3,41,61,41-61
8/4/22,2022,CHN,SLN,2,7,SLN,CHN,away,L,0.398058252,0,4,41,62,41-62
8/5/22,2022,CHN,MIA,2,1,CHN,MIA,home,W,0.394230769,0,5,41,63,41-63
8/6/22,2022,CHN,MIA,4,0,CHN,MIA,home,W,0.4,1,0,42,63,42-63
8/7/22,2022,CHN,MIA,0,3,MIA,CHN,home,L,0.405660377,2,0,43,63,43-63
8/8/22,2022,CHN,WAS,6,3,CHN,WAS,home,W,0.401869159,0,1,43,64,43-64
8/9/22,2022,CHN,WAS,5,6,WAS,CHN,home,L,0.407407407,1,0,44,64,44-64
8/10/22,2022,CHN,WAS,4,2,CHN,WAS,home,W,0.403669725,0,1,44,65,44-65
8/11/22,2022,CHN,CIN,4,2,CHN,CIN,away,W,0.409090909,1,0,45,65,45-65
8/13/22,2022,CHN,CIN,7,2,CHN,CIN,away,W,0.414414414,2,0,46,65,46-65
8/14/22,2022,CHN,CIN,5,8,CIN,CHN,away,L,0.419642857,3,0,47,65,47-65
8/15/22,2022,CHN,WAS,4,5,WAS,CHN,away,L,0.415929204,0,1,47,66,47-66
8/16/22,2022,CHN,WAS,7,5,CHN,WAS,away,W,0.412280702,0,2,47,67,47-67
8/17/22,2022,CHN,WAS,3,2,CHN,WAS,away,W,0.417391304,1,0,48,67,48-67
8/18/22,2022,CHN,BAL,3,2,CHN,BAL,away,W,0.422413793,2,0,49,67,49-67
8/19/22,2022,CHN,MIL,8,7,CHN,MIL,home,W,0.427350427,3,0,50,67,50-67
8/20/22,2022,CHN,MIL,6,5,CHN,MIL,home,W,0.43220339,4,0,51,67,51-67
8/21/22,2022,CHN,MIL,2,5,MIL,CHN,home,L,0.43697479,5,0,52,67,52-67
8/22/22,2022,CHN,SLN,0,1,SLN,CHN,home,L,0.433333333,0,1,52,68,52-68
8/23/22,2022,CHN,SLN,2,0,CHN,SLN,home,W,0.429752066,0,2,52,69,52-69
8/23/22,2022,CHN,SLN,3,13,SLN,CHN,home,L,0.43442623,1,0,53,69,53-69
8/24/22,2022,CHN,SLN,7,1,CHN,SLN,home,W,0.430894309,0,1,53,70,53-70
8/25/22,2022,CHN,SLN,3,8,SLN,CHN,home,L,0.435483871,1,0,54,70,54-70
8/26/22,2022,CHN,MIL,4,3,CHN,MIL,away,W,0.432,0,1,54,71,54-71
8/27/22,2022,CHN,MIL,0,7,MIL,CHN,away,L,0.436507937,1,0,55,71,55-71
8/28/22,2022,CHN,MIL,7,9,MIL,CHN,away,L,0.433070866,0,1,55,72,55-72
8/29/22,2022,CHN,TOR,4,5,TOR,CHN,away,L,0.4296875,0,2,55,73,55-73
8/30/22,2022,CHN,TOR,3,5,TOR,CHN,away,L,0.426356589,0,3,55,74,55-74
8/31/22,2022,CHN,TOR,7,5,CHN,TOR,away,W,0.423076923,0,4,55,75,55-75
9/2/22,2022,CHN,SLN,0,8,SLN,CHN,away,L,0.427480916,1,0,56,75,56-75
9/3/22,2022,CHN,SLN,4,8,SLN,CHN,away,L,0.424242424,0,1,56,76,56-76
9/4/22,2022,CHN,SLN,0,2,SLN,CHN,away,L,0.421052632,0,2,56,77,56-77
9/6/22,2022,CHN,CIN,9,3,CHN,CIN,home,W,0.417910448,0,3,56,78,56-78
9/7/22,2022,CHN,CIN,1,7,CIN,CHN,home,L,0.422222222,1,0,57,78,57-78
9/8/22,2022,CHN,CIN,3,4,CIN,CHN,home,L,0.419117647,0,1,57,79,57-79
9/9/22,2022,CHN,SFN,4,2,CHN,SFN,home,W,0.416058394,0,2,57,80,57-80
9/10/22,2022,CHN,SFN,2,5,SFN,CHN,home,L,0.420289855,1,0,58,80,58-80
9/11/22,2022,CHN,SFN,2,4,SFN,CHN,home,L,0.417266187,0,1,58,81,58-81
9/12/22,2022,CHN,NYN,5,2,CHN,NYN,away,W,0.414285714,0,2,58,82,58-82
9/13/22,2022,CHN,NYN,4,1,CHN,NYN,away,W,0.418439716,1,0,59,82,59-82
9/14/22,2022,CHN,NYN,6,3,CHN,NYN,away,W,0.422535211,2,0,60,82,60-82
9/16/22,2022,CHN,COL,2,1,CHN,COL,home,W,0.426573427,3,0,61,82,61-82
9/17/22,2022,CHN,COL,1,3,COL,CHN,home,L,0.430555556,4,0,62,82,62-82
9/18/22,2022,CHN,COL,3,4,COL,CHN,home,L,0.427586207,0,1,62,83,62-83
9/19/22,2022,CHN,MIA,3,10,MIA,CHN,away,L,0.424657534,0,2,62,84,62-84
9/20/22,2022,CHN,MIA,2,1,CHN,MIA,away,W,0.421768707,0,3,62,85,62-85
9/21/22,2022,CHN,MIA,4,3,CHN,MIA,away,W,0.425675676,1,0,63,85,63-85
9/22/22,2022,CHN,PIT,3,2,CHN,PIT,away,W,0.429530201,2,0,64,85,64-85
9/23/22,2022,CHN,PIT,6,5,CHN,PIT,away,W,0.433333333,3,0,65,85,65-85
9/24/22,2022,CHN,PIT,0,6,PIT,CHN,away,L,0.437086093,4,0,66,85,66-85
9/25/22,2022,CHN,PIT,8,3,CHN,PIT,away,W,0.434210526,0,1,66,86,66-86
9/27/22,2022,CHN,PHI,2,1,CHN,PHI,home,W,0.437908497,1,0,67,86,67-86
9/28/22,2022,CHN,PHI,4,2,CHN,PHI,home,W,0.441558442,2,0,68,86,68-86
9/29/22,2022,CHN,PHI,2,0,CHN,PHI,home,W,0.44516129,3,0,69,86,69-86
9/30/22,2022,CHN,CIN,6,1,CHN,CIN,home,W,0.448717949,4,0,70,86,70-86
10/1/22,2022,CHN,CIN,2,1,CHN,CIN,home,W,0.452229299,5,0,71,86,71-86
10/2/22,2022,CHN,CIN,8,1,CHN,CIN,home,W,0.455696203,6,0,72,86,72-86
10/3/22,2022,CHN,CIN,1,3,CIN,CHN,away,L,0.459119497,7,0,73,86,73-86
10/4/22,2022,CHN,CIN,2,3,CIN,CHN,away,L,0.45625,0,1,73,87,73-87
10/5/22,2022,CHN,CIN,15,2,CHN,CIN,away,W,0.453416149,0,2,73,88,73-88
3/30/23,2023,CHN,MIL,4,0,CHN,MIL,home,W,,0,0,0,0,0-0
4/1/23,2023,CHN,MIL,1,3,MIL,CHN,home,L,1,1,0,1,0,1-0
4/2/23,2023,CHN,MIL,5,9,MIL,CHN,home,L,0.5,0,1,1,1,1-1
4/3/23,2023,CHN,CIN,6,7,CIN,CHN,away,L,0.333333333,0,2,1,2,1-2
4/4/23,2023,CHN,CIN,12,5,CHN,CIN,away,W,0.25,0,3,1,3,1-3
4/7/23,2023,CHN,TEX,2,0,CHN,TEX,home,W,0.4,1,0,2,3,2-3
4/8/23,2023,CHN,TEX,10,3,CHN,TEX,home,W,0.5,2,0,3,3,3-3
4/9/23,2023,CHN,TEX,2,8,TEX,CHN,home,L,0.571428571,3,0,4,3,4-3
4/10/23,2023,CHN,SEA,3,2,CHN,SEA,home,W,0.5,0,1,4,4,4-4
4/11/23,2023,CHN,SEA,14,9,CHN,SEA,home,W,0.555555556,1,0,5,4,5-4
4/12/23,2023,CHN,SEA,2,5,SEA,CHN,home,L,0.6,2,0,6,4,6-4
4/14/23,2023,CHN,LAN,8,2,CHN,LAN,away,W,0.545454545,0,1,6,5,6-5
4/15/23,2023,CHN,LAN,1,2,LAN,CHN,away,L,0.583333333,1,0,7,5,7-5
4/16/23,2023,CHN,LAN,3,2,CHN,LAN,away,W,0.538461538,0,1,7,6,7-6
4/17/23,2023,CHN,OAK,10,1,CHN,OAK,away,W,0.571428571,1,0,8,6,8-6
4/18/23,2023,CHN,OAK,4,0,CHN,OAK,away,W,0.6,2,0,9,6,9-6
4/19/23,2023,CHN,OAK,12,2,CHN,OAK,away,W,0.625,3,0,10,6,10-6
4/20/23,2023,CHN,LAN,2,6,LAN,CHN,home,L,0.647058824,4,0,11,6,11-6
4/21/23,2023,CHN,LAN,13,0,CHN,LAN,home,W,0.611111111,0,1,11,7,11-7
4/22/23,2023,CHN,LAN,4,9,LAN,CHN,home,L,0.631578947,1,0,12,7,12-7
4/23/23,2023,CHN,LAN,3,7,LAN,CHN,home,L,0.6,0,1,12,8,12-8
4/25/23,2023,CHN,SDN,6,0,CHN,SDN,home,W,0.571428571,0,2,12,9,12-9
4/26/23,2023,CHN,SDN,3,5,SDN,CHN,home,L,0.590909091,1,0,13,9,13-9
4/27/23,2023,CHN,SDN,5,2,CHN,SDN,home,W,0.565217391,0,1,13,10,13-10
4/28/23,2023,CHN,MIA,2,3,MIA,CHN,away,L,0.583333333,1,0,14,10,14-10
4/29/23,2023,CHN,MIA,6,7,MIA,CHN,away,L,0.56,0,1,14,11,14-11
4/30/23,2023,CHN,MIA,3,4,MIA,CHN,away,L,0.538461538,0,2,14,12,14-12
5/1/23,2023,CHN,WAS,5,1,CHN,WAS,away,W,0.518518519,0,3,14,13,14-13
5/2/23,2023,CHN,WAS,1,4,WAS,CHN,away,L,0.535714286,1,0,15,13,15-13
5/3/23,2023,CHN,WAS,1,2,WAS,CHN,away,L,0.517241379,0,1,15,14,15-14
5/4/23,2023,CHN,WAS,3,4,WAS,CHN,away,L,0.5,0,2,15,15,15-15
5/5/23,2023,CHN,MIA,4,1,CHN,MIA,home,W,0.483870968,0,3,15,16,15-16
5/6/23,2023,CHN,MIA,4,2,CHN,MIA,home,W,0.5,1,0,16,16,16-16
5/7/23,2023,CHN,MIA,4,5,MIA,CHN,home,L,0.515151515,2,0,17,16,17-16
5/8/23,2023,CHN,SLN,1,3,SLN,CHN,home,L,0.5,0,1,17,17,17-17
5/9/23,2023,CHN,SLN,4,6,SLN,CHN,home,L,0.485714286,0,2,17,18,17-18
5/10/23,2023,CHN,SLN,10,4,CHN,SLN,home,W,0.472222222,0,3,17,19,17-19
5/12/23,2023,CHN,MIN,6,2,CHN,MIN,away,W,0.486486486,1,0,18,19,18-19
5/13/23,2023,CHN,MIN,1,11,MIN,CHN,away,L,0.5,2,0,19,19,19-19
5/14/23,2023,CHN,MIN,3,16,MIN,CHN,away,L,0.487179487,0,1,19,20,19-20
5/15/23,2023,CHN,HOU,4,6,HOU,CHN,away,L,0.475,0,2,19,21,19-21
5/16/23,2023,CHN,HOU,3,7,HOU,CHN,away,L,0.463414634,0,3,19,22,19-22
5/17/23,2023,CHN,HOU,6,7,HOU,CHN,away,L,0.452380952,0,4,19,23,19-23
5/19/23,2023,CHN,PHI,10,1,CHN,PHI,away,W,0.441860465,0,5,19,24,19-24
5/20/23,2023,CHN,PHI,3,12,PHI,CHN,away,L,0.454545455,1,0,20,24,20-24
5/21/23,2023,CHN,PHI,1,2,PHI,CHN,away,L,0.444444444,0,1,20,25,20-25
5/23/23,2023,CHN,NYN,7,2,CHN,NYN,home,W,0.434782609,0,2,20,26,20-26
5/24/23,2023,CHN,NYN,4,2,CHN,NYN,home,W,0.446808511,1,0,21,26,21-26
5/25/23,2023,CHN,NYN,1,10,NYN,CHN,home,L,0.458333333,2,0,22,26,22-26
5/26/23,2023,CHN,CIN,0,9,CIN,CHN,home,L,0.448979592,0,1,22,27,22-27
5/27/23,2023,CHN,CIN,5,8,CIN,CHN,home,L,0.44,0,2,22,28,22-28
5/28/23,2023,CHN,CIN,5,8,CIN,CHN,home,L,0.431372549,0,3,22,29,22-29
5/29/23,2023,CHN,TBA,1,0,CHN,TBA,home,W,0.423076923,0,4,22,30,22-30
5/30/23,2023,CHN,TBA,2,1,CHN,TBA,home,W,0.433962264,1,0,23,30,23-30
5/31/23,2023,CHN,TBA,3,4,TBA,CHN,home,L,0.444444444,2,0,24,30,24-30
6/2/23,2023,CHN,SDN,2,1,CHN,SDN,away,W,0.436363636,0,1,24,31,24-31
6/3/23,2023,CHN,SDN,0,6,SDN,CHN,away,L,0.446428571,1,0,25,31,25-31
6/4/23,2023,CHN,SDN,7,1,CHN,SDN,away,W,0.438596491,0,1,25,32,25-32
6/5/23,2023,CHN,SDN,0,5,SDN,CHN,away,L,0.448275862,1,0,26,32,26-32
6/6/23,2023,CHN,ANA,4,7,ANA,CHN,away,L,0.440677966,0,1,26,33,26-33
6/7/23,2023,CHN,ANA,2,6,ANA,CHN,away,L,0.433333333,0,2,26,34,26-34
6/8/23,2023,CHN,ANA,1,3,ANA,CHN,away,L,0.426229508,0,3,26,35,26-35
6/9/23,2023,CHN,SFN,3,2,CHN,SFN,away,W,0.419354839,0,4,26,36,26-36
6/10/23,2023,CHN,SFN,4,0,CHN,SFN,away,W,0.428571429,1,0,27,36,27-36
6/11/23,2023,CHN,SFN,3,13,SFN,CHN,away,L,0.4375,2,0,28,36,28-36
6/13/23,2023,CHN,PIT,11,3,CHN,PIT,home,W,0.430769231,0,1,28,37,28-37
6/14/23,2023,CHN,PIT,10,6,CHN,PIT,home,W,0.439393939,1,0,29,37,29-37
6/15/23,2023,CHN,PIT,7,2,CHN,PIT,home,W,0.447761194,2,0,30,37,30-37
6/16/23,2023,CHN,BAL,10,3,CHN,BAL,home,W,0.455882353,3,0,31,37,31-37
6/17/23,2023,CHN,BAL,3,2,CHN,BAL,home,W,0.463768116,4,0,32,37,32-37
6/18/23,2023,CHN,BAL,3,6,BAL,CHN,home,L,0.471428571,5,0,33,37,33-37
6/19/23,2023,CHN,PIT,8,0,CHN,PIT,away,W,0.464788732,0,1,33,38,33-38
6/20/23,2023,CHN,PIT,4,0,CHN,PIT,away,W,0.472222222,1,0,34,38,34-38
6/21/23,2023,CHN,PIT,8,3,CHN,PIT,away,W,0.479452055,2,0,35,38,35-38
6/24/23,2023,CHN,SLN,9,1,CHN,SLN,away,W,0.486486486,3,0,36,38,36-38
6/25/23,2023,CHN,SLN,5,7,SLN,CHN,away,L,0.493333333,4,0,37,38,37-38
6/27/23,2023,CHN,PHI,1,5,PHI,CHN,home,L,0.486842105,0,1,37,39,37-39
6/28/23,2023,CHN,PHI,5,8,PHI,CHN,home,L,0.480519481,0,2,37,40,37-40
6/29/23,2023,CHN,PHI,1,3,PHI,CHN,home,L,0.474358974,0,3,37,41,37-41
6/30/23,2023,CHN,CLE,10,1,CHN,CLE,home,W,0.46835443,0,4,37,42,37-42
7/1/23,2023,CHN,CLE,0,6,CLE,CHN,home,L,0.475,1,0,38,42,38-42
7/2/23,2023,CHN,CLE,6,8,CLE,CHN,home,L,0.469135802,0,1,38,43,38-43
7/3/23,2023,CHN,MIL,6,8,MIL,CHN,away,L,0.463414634,0,2,38,44,38-44
7/4/23,2023,CHN,MIL,7,6,CHN,MIL,away,W,0.457831325,0,3,38,45,38-45
7/5/23,2023,CHN,MIL,4,3,CHN,MIL,away,W,0.464285714,1,0,39,45,39-45
7/6/23,2023,CHN,MIL,5,6,MIL,CHN,away,L,0.470588235,2,0,40,45,40-45
7/7/23,2023,CHN,NYA,3,0,CHN,NYA,away,W,0.465116279,0,1,40,46,40-46
7/8/23,2023,CHN,NYA,3,6,NYA,CHN,away,L,0.471264368,1,0,41,46,41-46
7/9/23,2023,CHN,NYA,7,4,CHN,NYA,away,W,0.465909091,0,1,41,47,41-47
7/14/23,2023,CHN,BOS,3,8,BOS,CHN,home,L,0.471910112,1,0,42,47,42-47
7/15/23,2023,CHN,BOS,10,4,CHN,BOS,home,W,0.466666667,0,1,42,48,42-48
7/16/23,2023,CHN,BOS,5,11,BOS,CHN,home,L,0.472527473,1,0,43,48,43-48
7/17/23,2023,CHN,WAS,5,7,WAS,CHN,home,L,0.467391304,0,1,43,49,43-49
7/18/23,2023,CHN,WAS,17,3,CHN,WAS,home,W,0.462365591,0,2,43,50,43-50
7/19/23,2023,CHN,WAS,8,3,CHN,WAS,home,W,0.468085106,1,0,44,50,44-50
7/20/23,2023,CHN,SLN,2,7,SLN,CHN,home,L,0.473684211,2,0,45,50,45-50
7/21/23,2023,CHN,SLN,4,3,CHN,SLN,home,W,0.46875,0,1,45,51,45-51
7/22/23,2023,CHN,SLN,8,6,CHN,SLN,home,W,0.474226804,1,0,46,51,46-51
7/23/23,2023,CHN,SLN,7,2,CHN,SLN,home,W,0.479591837,2,0,47,51,47-51
7/25/23,2023,CHN,CHA,7,3,CHN,CHA,away,W,0.484848485,3,0,48,51,48-51
7/26/23,2023,CHN,CHA,10,7,CHN,CHA,away,W,0.49,4,0,49,51,49-51
7/27/23,2023,CHN,SLN,10,3,CHN,SLN,away,W,0.495049505,5,0,50,51,50-51
7/28/23,2023,CHN,SLN,3,2,CHN,SLN,away,W,0.5,6,0,51,51,51-51
7/29/23,2023,CHN,SLN,5,1,CHN,SLN,away,W,0.504854369,7,0,52,51,52-51
7/30/23,2023,CHN,SLN,0,3,SLN,CHN,away,L,0.509615385,8,0,53,51,53-51
7/31/23,2023,CHN,CIN,5,6,CIN,CHN,home,L,0.504761905,0,1,53,52,53-52
8/1/23,2023,CHN,CIN,20,9,CHN,CIN,home,W,0.5,0,2,53,53,53-53
8/2/23,2023,CHN,CIN,16,6,CHN,CIN,home,W,0.504672897,1,0,54,53,54-53
8/3/23,2023,CHN,CIN,5,3,CHN,CIN,home,W,0.509259259,2,0,55,53,55-53
8/4/23,2023,CHN,ATL,0,8,ATL,CHN,home,L,0.513761468,3,0,56,53,56-53
8/5/23,2023,CHN,ATL,8,6,CHN,ATL,home,W,0.509090909,0,1,56,54,56-54
8/6/23,2023,CHN,ATL,6,4,CHN,ATL,home,W,0.513513514,1,0,57,54,57-54
8/7/23,2023,CHN,NYN,2,11,NYN,CHN,away,L,0.517857143,2,0,58,54,58-54
8/8/23,2023,CHN,NYN,3,2,CHN,NYN,away,W,0.513274336,0,1,58,55,58-55
8/9/23,2023,CHN,NYN,3,4,NYN,CHN,away,L,0.51754386,1,0,59,55,59-55
8/11/23,2023,CHN,TOR,6,2,CHN,TOR,away,W,0.513043478,0,1,59,56,59-56
8/12/23,2023,CHN,TOR,5,4,CHN,TOR,away,W,0.517241379,1,0,60,56,60-56
8/13/23,2023,CHN,TOR,4,11,TOR,CHN,away,L,0.521367521,2,0,61,56,61-56
8/15/23,2023,CHN,CHA,3,5,CHA,CHN,home,L,0.516949153,0,1,61,57,61-57
8/16/23,2023,CHN,CHA,4,3,CHN,CHA,home,W,0.512605042,0,2,61,58,61-58
8/18/23,2023,CHN,KCA,3,4,KCA,CHN,home,L,0.516666667,1,0,62,58,62-58
8/19/23,2023,CHN,KCA,6,4,CHN,KCA,home,W,0.512396694,0,1,62,59,62-59
8/20/23,2023,CHN,KCA,4,3,CHN,KCA,home,W,0.516393443,1,0,63,59,63-59
8/21/23,2023,CHN,DET,7,6,CHN,DET,away,W,0.520325203,2,0,64,59,64-59
8/22/23,2023,CHN,DET,6,8,DET,CHN,away,L,0.524193548,3,0,65,59,65-59
8/23/23,2023,CHN,DET,6,4,CHN,DET,away,W,0.52,0,1,65,60,65-60
8/24/23,2023,CHN,PIT,5,4,CHN,PIT,away,W,0.523809524,1,0,66,60,66-60
8/25/23,2023,CHN,PIT,1,2,PIT,CHN,away,L,0.527559055,2,0,67,60,67-60
8/26/23,2023,CHN,PIT,10,6,CHN,PIT,away,W,0.5234375,0,1,67,61,67-61
8/27/23,2023,CHN,PIT,10,1,CHN,PIT,away,W,0.527131783,1,0,68,61,68-61
8/28/23,2023,CHN,MIL,2,6,MIL,CHN,home,L,0.530769231,2,0,69,61,69-61
