date_x,season,team_x,opponent,team_score,opp_score,wteam,lteam,home_away,result,team_win_pct,team_win_streak,team_loss_streak,team_wins,team_losses,team_record,game_key,oppo_game_key_x,matchup_key_x,team_bdb,opponent_bdb,game_id,date_y,team_y,venue,team_runs,closing_moneyline,closing_runline,team_opponent_x,oppo_game_key_y,matchup_key_y,team_code,opponent_code,was_favorite,covered_runline,matchup_key,team_opponent_y,opponent_score,won_as_underdog,roi_$100_bet,total_runs,closing_total,hit_over
3/28/24,2024,LAA,BAL,3,11,BAL,LAA,away,L,,0,0,0,0,0-0,2024-03-28_LAA_BAL,2024-03-28_BAL_LAA,2024-03-28_BAL_LAA,,BAL,45379-LAA@BAL-1,3/28/24,LOS ANGELES ANGELS,road,3,160,,BALTIMORE ORIOLES,2024-03-28_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-03-28_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,FALSE,,2024-03-28_BAL_LAA,BAL,11,FALSE,-100,14,8,TRUE
3/30/24,2024,LAA,BAL,4,13,BAL,LAA,away,L,0,0,1,0,1,0-1,2024-03-30_LAA_BAL,2024-03-30_BAL_LAA,2024-03-30_BAL_LAA,,BAL,45381-LAA@BAL-1,3/30/24,LOS ANGELES ANGELS,road,4,140,,BALTIMORE ORIOLES,2024-03-30_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-03-30_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,FALSE,,2024-03-30_BAL_LAA,BAL,13,FALSE,-100,17,8.5,TRUE
3/31/24,2024,LAA,BAL,4,1,LAA,BAL,away,W,0,0,2,0,2,0-2,2024-03-31_LAA_BAL,2024-03-31_BAL_LAA,2024-03-31_BAL_LAA,,BAL,45382-LAA@BAL-1,3/31/24,LOS ANGELES ANGELS,road,4,120,,BALTIMORE ORIOLES,2024-03-31_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-03-31_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,FALSE,,2024-03-31_BAL_LAA,BAL,1,TRUE,120,5,8.5,FALSE
4/1/24,2024,LAA,MIA,7,4,LAA,MIA,away,W,0.333333333,1,0,1,2,1-2,2024-04-01_LAA_MIA,2024-04-01_MIA_LAA,2024-04-01_LAA_MIA,,MIA,45383-LAA@MIA-1,4/1/24,LOS ANGELES ANGELS,road,7,-108,,MIAMI MARLINS,2024-04-01_MIAMI MARLINS_LOS ANGELES ANGELS,2024-04-01_LOS ANGELES ANGELS_MIAMI MARLINS,LAA,MIA,TRUE,,2024-04-01_LAA_MIA,MIA,4,FALSE,92.59,11,8.5,TRUE
4/2/24,2024,LAA,MIA,3,1,LAA,MIA,away,W,0.5,2,0,2,2,2-2,2024-04-02_LAA_MIA,2024-04-02_MIA_LAA,2024-04-02_LAA_MIA,,MIA,45384-LAA@MIA-1,4/2/24,LOS ANGELES ANGELS,road,3,122,,MIAMI MARLINS,2024-04-02_MIAMI MARLINS_LOS ANGELES ANGELS,2024-04-02_LOS ANGELES ANGELS_MIAMI MARLINS,LAA,MIA,FALSE,,2024-04-02_LAA_MIA,MIA,1,TRUE,122,4,9,FALSE
4/3/24,2024,LAA,MIA,10,2,LAA,MIA,away,W,0.6,3,0,3,2,3-2,2024-04-03_LAA_MIA,2024-04-03_MIA_LAA,2024-04-03_LAA_MIA,,MIA,45385-LAA@MIA-1,4/3/24,LOS ANGELES ANGELS,road,10,-106,,MIAMI MARLINS,2024-04-03_MIAMI MARLINS_LOS ANGELES ANGELS,2024-04-03_LOS ANGELES ANGELS_MIAMI MARLINS,LAA,MIA,TRUE,,2024-04-03_LAA_MIA,MIA,2,FALSE,94.34,12,8.5,TRUE
4/5/24,2024,LAA,BOS,6,8,BOS,LAA,home,L,0.666666667,4,0,4,2,4-2,2024-04-05_LAA_BOS,2024-04-05_BOS_LAA,2024-04-05_BOS_LAA,,BOS,45387-BOS@LAA-1,4/5/24,LOS ANGELES ANGELS,home,6,-102,,BOSTON RED SOX,2024-04-05_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-05_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,TRUE,,2024-04-05_BOS_LAA,BOS,8,FALSE,-100,14,8.5,TRUE
4/6/24,2024,LAA,BOS,2,1,LAA,BOS,home,W,0.571428571,0,1,4,3,4-3,2024-04-06_LAA_BOS,2024-04-06_BOS_LAA,2024-04-06_BOS_LAA,,BOS,45388-BOS@LAA-1,4/6/24,LOS ANGELES ANGELS,home,2,-116,,BOSTON RED SOX,2024-04-06_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-06_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,TRUE,,2024-04-06_BOS_LAA,BOS,1,FALSE,86.21,3,8,FALSE
4/7/24,2024,LAA,BOS,2,12,BOS,LAA,home,L,0.625,1,0,5,3,5-3,2024-04-07_LAA_BOS,2024-04-07_BOS_LAA,2024-04-07_BOS_LAA,,BOS,45389-BOS@LAA-1,4/7/24,LOS ANGELES ANGELS,home,2,-100,,BOSTON RED SOX,2024-04-07_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-07_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,TRUE,,2024-04-07_BOS_LAA,BOS,12,FALSE,-100,14,8.5,TRUE
4/12/24,2024,LAA,BOS,7,0,LAA,BOS,away,W,0.5,0,2,6,6,6-6,2024-04-12_LAA_BOS,2024-04-12_BOS_LAA,2024-04-12_BOS_LAA,,BOS,45394-LAA@BOS-1,4/12/24,LOS ANGELES ANGELS,road,7,-102,,BOSTON RED SOX,2024-04-12_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-12_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,TRUE,,2024-04-12_BOS_LAA,BOS,0,FALSE,98.04,7,9,FALSE
4/13/24,2024,LAA,BOS,2,7,BOS,LAA,away,L,0.538461538,1,0,7,6,7-6,2024-04-13_LAA_BOS,2024-04-13_BOS_LAA,2024-04-13_BOS_LAA,,BOS,45395-LAA@BOS-1,4/13/24,LOS ANGELES ANGELS,road,2,-116,,BOSTON RED SOX,2024-04-13_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-13_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,TRUE,,2024-04-13_BOS_LAA,BOS,7,FALSE,-100,9,10.5,FALSE
4/14/24,2024,LAA,BOS,4,5,BOS,LAA,away,L,0.5,0,1,7,7,7-7,2024-04-14_LAA_BOS,2024-04-14_BOS_LAA,2024-04-14_BOS_LAA,,BOS,45396-LAA@BOS-1,4/14/24,LOS ANGELES ANGELS,road,4,112,,BOSTON RED SOX,2024-04-14_BOSTON RED SOX_LOS ANGELES ANGELS,2024-04-14_BOSTON RED SOX_LOS ANGELES ANGELS,LAA,BOS,FALSE,,2024-04-14_BOS_LAA,BOS,5,FALSE,-100,9,10,FALSE
4/19/24,2024,LAA,CIN,1,7,CIN,LAA,away,L,0.473684211,0,1,9,10,9-10,2024-04-19_LAA_CIN,2024-04-19_CIN_LAA,2024-04-19_CIN_LAA,,CIN,45401-LAA@CIN-1,4/19/24,LOS ANGELES ANGELS,road,1,112,,CINCINNATI REDS,2024-04-19_CINCINNATI REDS_LOS ANGELES ANGELS,2024-04-19_CINCINNATI REDS_LOS ANGELES ANGELS,LAA,CIN,FALSE,,2024-04-19_CIN_LAA,CIN,7,FALSE,-100,8,9.5,FALSE
4/20/24,2024,LAA,CIN,5,7,CIN,LAA,away,L,0.45,0,2,9,11,9-11,2024-04-20_LAA_CIN,2024-04-20_CIN_LAA,2024-04-20_CIN_LAA,,CIN,45402-LAA@CIN-1,4/20/24,LOS ANGELES ANGELS,road,5,-100,,CINCINNATI REDS,2024-04-20_CINCINNATI REDS_LOS ANGELES ANGELS,2024-04-20_CINCINNATI REDS_LOS ANGELES ANGELS,LAA,CIN,TRUE,,2024-04-20_CIN_LAA,CIN,7,FALSE,-100,12,9,TRUE
4/21/24,2024,LAA,CIN,0,3,CIN,LAA,away,L,0.428571429,0,3,9,12,9-12,2024-04-21_LAA_CIN,2024-04-21_CIN_LAA,2024-04-21_CIN_LAA,,CIN,45403-LAA@CIN-1,4/21/24,LOS ANGELES ANGELS,road,0,104,,CINCINNATI REDS,2024-04-21_CINCINNATI REDS_LOS ANGELES ANGELS,2024-04-21_CINCINNATI REDS_LOS ANGELES ANGELS,LAA,CIN,FALSE,,2024-04-21_CIN_LAA,CIN,3,FALSE,-100,3,9,FALSE
4/22/24,2024,LAA,BAL,2,4,BAL,LAA,home,L,0.409090909,0,4,9,13,9-13,2024-04-22_LAA_BAL,2024-04-22_BAL_LAA,2024-04-22_BAL_LAA,,BAL,45404-BAL@LAA-1,4/22/24,LOS ANGELES ANGELS,home,2,-108,,BALTIMORE ORIOLES,2024-04-22_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-04-22_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,TRUE,,2024-04-22_BAL_LAA,BAL,4,FALSE,-100,6,8.5,FALSE
4/23/24,2024,LAA,BAL,7,4,LAA,BAL,home,W,0.391304348,0,5,9,14,9-14,2024-04-23_LAA_BAL,2024-04-23_BAL_LAA,2024-04-23_BAL_LAA,,BAL,45405-BAL@LAA-1,4/23/24,LOS ANGELES ANGELS,home,7,132,,BALTIMORE ORIOLES,2024-04-23_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-04-23_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,FALSE,,2024-04-23_BAL_LAA,BAL,4,TRUE,132,11,8.5,TRUE
4/24/24,2024,LAA,BAL,5,6,BAL,LAA,home,L,0.416666667,1,0,10,14,10-14,2024-04-24_LAA_BAL,2024-04-24_BAL_LAA,2024-04-24_BAL_LAA,,BAL,45406-BAL@LAA-1,4/24/24,LOS ANGELES ANGELS,home,5,110,,BALTIMORE ORIOLES,2024-04-24_BALTIMORE ORIOLES_LOS ANGELES ANGELS,2024-04-24_BALTIMORE ORIOLES_LOS ANGELES ANGELS,LAA,BAL,FALSE,,2024-04-24_BAL_LAA,BAL,6,FALSE,-100,11,9.5,TRUE
4/26/24,2024,LAA,MIN,3,5,MIN,LAA,home,L,0.4,0,1,10,15,10-15,2024-04-26_LAA_MIN,2024-04-26_MIN_LAA,2024-04-26_LAA_MIN,,MIN,45408-MIN@LAA-1,4/26/24,LOS ANGELES ANGELS,home,3,-116,,MINNESOTA TWINS,2024-04-26_MINNESOTA TWINS_LOS ANGELES ANGELS,2024-04-26_LOS ANGELES ANGELS_MINNESOTA TWINS,LAA,MIN,TRUE,,2024-04-26_LAA_MIN,MIN,5,FALSE,-100,8,8,FALSE
4/27/24,2024,LAA,MIN,5,16,MIN,LAA,home,L,0.384615385,0,2,10,16,10-16,2024-04-27_LAA_MIN,2024-04-27_MIN_LAA,2024-04-27_LAA_MIN,,MIN,45409-MIN@LAA-1,4/27/24,LOS ANGELES ANGELS,home,5,-112,,MINNESOTA TWINS,2024-04-27_MINNESOTA TWINS_LOS ANGELES ANGELS,2024-04-27_LOS ANGELES ANGELS_MINNESOTA TWINS,LAA,MIN,TRUE,,2024-04-27_LAA_MIN,MIN,16,FALSE,-100,21,9,TRUE
4/28/24,2024,LAA,MIN,5,11,MIN,LAA,home,L,0.37037037,0,3,10,17,10-17,2024-04-28_LAA_MIN,2024-04-28_MIN_LAA,2024-04-28_LAA_MIN,,MIN,45410-MIN@LAA-1,4/28/24,LOS ANGELES ANGELS,home,5,-108,,MINNESOTA TWINS,2024-04-28_MINNESOTA TWINS_LOS ANGELES ANGELS,2024-04-28_LOS ANGELES ANGELS_MINNESOTA TWINS,LAA,MIN,TRUE,,2024-04-28_LAA_MIN,MIN,11,FALSE,-100,16,7.5,TRUE
4/29/24,2024,LAA,PHI,6,5,LAA,PHI,home,W,0.357142857,0,4,10,18,10-18,2024-04-29_LAA_PHI,2024-04-29_PHI_LAA,2024-04-29_LAA_PHI,,PHI,45411-PHI@LAA-1,4/29/24,LOS ANGELES ANGELS,home,6,122,,PHILADELPHIA PHILLIES,2024-04-29_PHILADELPHIA PHILLIES_LOS ANGELES ANGELS,2024-04-29_LOS ANGELES ANGELS_PHILADELPHIA PHILLIES,LAA,PHI,FALSE,,2024-04-29_LAA_PHI,PHI,5,TRUE,122,11,9,TRUE
4/30/24,2024,LAA,PHI,5,7,PHI,LAA,home,L,0.379310345,1,0,11,18,11-18,2024-04-30_LAA_PHI,2024-04-30_PHI_LAA,2024-04-30_LAA_PHI,,PHI,45412-PHI@LAA-1,4/30/24,LOS ANGELES ANGELS,home,5,152,,PHILADELPHIA PHILLIES,2024-04-30_PHILADELPHIA PHILLIES_LOS ANGELES ANGELS,2024-04-30_LOS ANGELES ANGELS_PHILADELPHIA PHILLIES,LAA,PHI,FALSE,,2024-04-30_LAA_PHI,PHI,7,FALSE,-100,12,8,TRUE
5/1/24,2024,LAA,PHI,1,2,PHI,LAA,home,L,0.366666667,0,1,11,19,11-19,2024-05-01_LAA_PHI,2024-05-01_PHI_LAA,2024-05-01_LAA_PHI,,PHI,45413-PHI@LAA-1,5/1/24,LOS ANGELES ANGELS,home,1,176,,PHILADELPHIA PHILLIES,2024-05-01_PHILADELPHIA PHILLIES_LOS ANGELES ANGELS,2024-05-01_LOS ANGELES ANGELS_PHILADELPHIA PHILLIES,LAA,PHI,FALSE,,2024-05-01_LAA_PHI,PHI,2,FALSE,-100,3,8,FALSE
5/3/24,2024,LAA,CLE,6,0,LAA,CLE,away,W,0.35483871,0,2,11,20,11-20,2024-05-03_LAA_CLE,2024-05-03_CLE_LAA,2024-05-03_CLE_LAA,,CLE,45415-LAA@CLE-1,5/3/24,LOS ANGELES ANGELS,road,6,172,,CLEVELAND GUARDIANS,2024-05-03_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-03_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,FALSE,,2024-05-03_CLE_LAA,CLE,0,TRUE,172,6,7.5,FALSE
5/4/24,2024,LAA,CLE,1,7,CLE,LAA,away,L,0.375,1,0,12,20,12-20,2024-05-04_LAA_CLE,2024-05-04_CLE_LAA,2024-05-04_CLE_LAA,,CLE,45416-LAA@CLE-1,5/4/24,LOS ANGELES ANGELS,road,1,110,,CLEVELAND GUARDIANS,2024-05-04_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-04_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,FALSE,,2024-05-04_CLE_LAA,CLE,7,FALSE,-100,8,8,FALSE
5/5/24,2024,LAA,CLE,1,4,CLE,LAA,away,L,0.363636364,0,1,12,21,12-21,2024-05-05_LAA_CLE,2024-05-05_CLE_LAA,2024-05-05_CLE_LAA,,CLE,45417-LAA@CLE-1,5/5/24,LOS ANGELES ANGELS,road,1,130,,CLEVELAND GUARDIANS,2024-05-05_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-05_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,FALSE,,2024-05-05_CLE_LAA,CLE,4,FALSE,-100,5,8,FALSE
5/6/24,2024,LAA,PIT,1,4,PIT,LAA,away,L,0.352941176,0,2,12,22,12-22,2024-05-06_LAA_PIT,2024-05-06_PIT_LAA,2024-05-06_LAA_PIT,,PIT,45418-LAA@PIT-1,5/6/24,LOS ANGELES ANGELS,road,1,138,,PITTSBURGH PIRATES,2024-05-06_PITTSBURGH PIRATES_LOS ANGELES ANGELS,2024-05-06_LOS ANGELES ANGELS_PITTSBURGH PIRATES,LAA,PIT,FALSE,,2024-05-06_LAA_PIT,PIT,4,FALSE,-100,5,8,FALSE
5/7/24,2024,LAA,PIT,9,0,LAA,PIT,away,W,0.342857143,0,3,12,23,12-23,2024-05-07_LAA_PIT,2024-05-07_PIT_LAA,2024-05-07_LAA_PIT,,PIT,45419-LAA@PIT-1,5/7/24,LOS ANGELES ANGELS,road,9,112,,PITTSBURGH PIRATES,2024-05-07_PITTSBURGH PIRATES_LOS ANGELES ANGELS,2024-05-07_LOS ANGELES ANGELS_PITTSBURGH PIRATES,LAA,PIT,FALSE,,2024-05-07_LAA_PIT,PIT,0,TRUE,112,9,7.5,TRUE
5/8/24,2024,LAA,PIT,5,4,LAA,PIT,away,W,0.361111111,1,0,13,23,13-23,2024-05-08_LAA_PIT,2024-05-08_PIT_LAA,2024-05-08_LAA_PIT,,PIT,45420-LAA@PIT-1,5/8/24,LOS ANGELES ANGELS,road,5,118,,PITTSBURGH PIRATES,2024-05-08_PITTSBURGH PIRATES_LOS ANGELES ANGELS,2024-05-08_LOS ANGELES ANGELS_PITTSBURGH PIRATES,LAA,PIT,FALSE,,2024-05-08_LAA_PIT,PIT,4,TRUE,118,9,9,FALSE
5/9/24,2024,LAA,KCR,4,10,KCR,LAA,home,L,0.378378378,2,0,14,23,14-23,2024-05-09_LAA_KCR,2024-05-09_KCR_LAA,2024-05-09_KCR_LAA,,,45421-KCR@LAA-1,5/9/24,LOS ANGELES ANGELS,home,4,-104,,KANSAS CITY ROYALS,2024-05-09_KANSAS CITY ROYALS_LOS ANGELES ANGELS,2024-05-09_KANSAS CITY ROYALS_LOS ANGELES ANGELS,LAA,KCR,TRUE,,2024-05-09_KCR_LAA,KCR,10,FALSE,-100,14,8.5,TRUE
5/10/24,2024,LAA,KCR,1,2,KCR,LAA,home,L,0.368421053,0,1,14,24,14-24,2024-05-10_LAA_KCR,2024-05-10_KCR_LAA,2024-05-10_KCR_LAA,,,45422-KCR@LAA-1,5/10/24,LOS ANGELES ANGELS,home,1,104,,KANSAS CITY ROYALS,2024-05-10_KANSAS CITY ROYALS_LOS ANGELES ANGELS,2024-05-10_KANSAS CITY ROYALS_LOS ANGELES ANGELS,LAA,KCR,FALSE,,2024-05-10_KCR_LAA,KCR,2,FALSE,-100,3,8.5,FALSE
5/11/24,2024,LAA,KCR,9,3,LAA,KCR,home,W,0.358974359,0,2,14,25,14-25,2024-05-11_LAA_KCR,2024-05-11_KCR_LAA,2024-05-11_KCR_LAA,,,45423-KCR@LAA-1,5/11/24,LOS ANGELES ANGELS,home,9,140,,KANSAS CITY ROYALS,2024-05-11_KANSAS CITY ROYALS_LOS ANGELES ANGELS,2024-05-11_KANSAS CITY ROYALS_LOS ANGELES ANGELS,LAA,KCR,FALSE,,2024-05-11_KCR_LAA,KCR,3,TRUE,140,12,8,TRUE
5/12/24,2024,LAA,KCR,2,4,KCR,LAA,home,L,0.375,1,0,15,25,15-25,2024-05-12_LAA_KCR,2024-05-12_KCR_LAA,2024-05-12_KCR_LAA,,,45424-KCR@LAA-1,5/12/24,LOS ANGELES ANGELS,home,2,-110,,KANSAS CITY ROYALS,2024-05-12_KANSAS CITY ROYALS_LOS ANGELES ANGELS,2024-05-12_KANSAS CITY ROYALS_LOS ANGELES ANGELS,LAA,KCR,TRUE,,2024-05-12_KCR_LAA,KCR,4,FALSE,-100,6,8,FALSE
5/17/24,2024,LAA,TEX,9,3,LAA,TEX,away,W,0.363636364,1,0,16,28,16-28,2024-05-17_LAA_TEX,2024-05-17_TEX_LAA,2024-05-17_LAA_TEX,,TEX,45429-LAA@TEX-1,5/17/24,LOS ANGELES ANGELS,road,9,158,,TEXAS RANGERS,2024-05-17_TEXAS RANGERS_LOS ANGELES ANGELS,2024-05-17_LOS ANGELES ANGELS_TEXAS RANGERS,LAA,TEX,FALSE,,2024-05-17_LAA_TEX,TEX,3,TRUE,158,12,9,TRUE
5/18/24,2024,LAA,TEX,2,3,TEX,LAA,away,L,0.377777778,2,0,17,28,17-28,2024-05-18_LAA_TEX,2024-05-18_TEX_LAA,2024-05-18_LAA_TEX,,TEX,45430-LAA@TEX-1,5/18/24,LOS ANGELES ANGELS,road,2,114,,TEXAS RANGERS,2024-05-18_TEXAS RANGERS_LOS ANGELES ANGELS,2024-05-18_LOS ANGELES ANGELS_TEXAS RANGERS,LAA,TEX,FALSE,,2024-05-18_LAA_TEX,TEX,3,FALSE,-100,5,8.5,FALSE
5/19/24,2024,LAA,TEX,4,1,LAA,TEX,away,W,0.369565217,0,1,17,29,17-29,2024-05-19_LAA_TEX,2024-05-19_TEX_LAA,2024-05-19_LAA_TEX,,TEX,45431-LAA@TEX-1,5/19/24,LOS ANGELES ANGELS,road,4,134,,TEXAS RANGERS,2024-05-19_TEXAS RANGERS_LOS ANGELES ANGELS,2024-05-19_LOS ANGELES ANGELS_TEXAS RANGERS,LAA,TEX,FALSE,,2024-05-19_LAA_TEX,TEX,1,TRUE,134,5,8.5,FALSE
5/20/24,2024,LAA,HOU,9,7,LAA,HOU,away,W,0.382978723,1,0,18,29,18-29,2024-05-20_LAA_HOU,2024-05-20_HOU_LAA,2024-05-20_HOU_LAA,,HOU,45432-LAA@HOU-1,5/20/24,LOS ANGELES ANGELS,road,9,184,,HOUSTON ASTROS,2024-05-20_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-05-20_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-05-20_HOU_LAA,HOU,7,TRUE,184,16,8,TRUE
5/21/24,2024,LAA,HOU,5,6,HOU,LAA,away,L,0.395833333,2,0,19,29,19-29,2024-05-21_LAA_HOU,2024-05-21_HOU_LAA,2024-05-21_HOU_LAA,,HOU,45433-LAA@HOU-1,5/21/24,LOS ANGELES ANGELS,road,5,164,,HOUSTON ASTROS,2024-05-21_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-05-21_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-05-21_HOU_LAA,HOU,6,FALSE,-100,11,9,TRUE
5/22/24,2024,LAA,HOU,2,1,LAA,HOU,away,W,0.387755102,0,1,19,30,19-30,2024-05-22_LAA_HOU,2024-05-22_HOU_LAA,2024-05-22_HOU_LAA,,HOU,45434-LAA@HOU-1,5/22/24,LOS ANGELES ANGELS,road,2,168,,HOUSTON ASTROS,2024-05-22_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-05-22_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-05-22_HOU_LAA,HOU,1,TRUE,168,3,9,FALSE
5/24/24,2024,LAA,CLE,4,10,CLE,LAA,home,L,0.4,1,0,20,30,20-30,2024-05-24_LAA_CLE,2024-05-24_CLE_LAA,2024-05-24_CLE_LAA,,CLE,45436-CLE@LAA-1,5/24/24,LOS ANGELES ANGELS,home,4,-104,,CLEVELAND GUARDIANS,2024-05-24_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-24_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,TRUE,,2024-05-24_CLE_LAA,CLE,10,FALSE,-100,14,7.5,TRUE
5/25/24,2024,LAA,CLE,3,4,CLE,LAA,home,L,0.392156863,0,1,20,31,20-31,2024-05-25_LAA_CLE,2024-05-25_CLE_LAA,2024-05-25_CLE_LAA,,CLE,45437-CLE@LAA-1,5/25/24,LOS ANGELES ANGELS,home,3,122,,CLEVELAND GUARDIANS,2024-05-25_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-25_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,FALSE,,2024-05-25_CLE_LAA,CLE,4,FALSE,-100,7,8,FALSE
5/26/24,2024,LAA,CLE,4,5,CLE,LAA,home,L,0.384615385,0,2,20,32,20-32,2024-05-26_LAA_CLE,2024-05-26_CLE_LAA,2024-05-26_CLE_LAA,,CLE,45438-CLE@LAA-1,5/26/24,LOS ANGELES ANGELS,home,4,-104,,CLEVELAND GUARDIANS,2024-05-26_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,2024-05-26_CLEVELAND GUARDIANS_LOS ANGELES ANGELS,LAA,CLE,TRUE,,2024-05-26_CLE_LAA,CLE,5,FALSE,-100,9,8.5,TRUE
5/31/24,2024,LAA,SEA,4,5,SEA,LAA,away,L,0.375,0,2,21,35,21-35,2024-05-31_LAA_SEA,2024-05-31_SEA_LAA,2024-05-31_LAA_SEA,,SEA,45443-LAA@SEA-1,5/31/24,LOS ANGELES ANGELS,road,4,134,,SEATTLE MARINERS,2024-05-31_SEATTLE MARINERS_LOS ANGELES ANGELS,2024-05-31_LOS ANGELES ANGELS_SEATTLE MARINERS,LAA,SEA,FALSE,,2024-05-31_LAA_SEA,SEA,5,FALSE,-100,9,7,TRUE
6/1/24,2024,LAA,SEA,0,9,SEA,LAA,away,L,0.368421053,0,3,21,36,21-36,2024-06-01_LAA_SEA,2024-06-01_SEA_LAA,2024-06-01_LAA_SEA,,SEA,45444-LAA@SEA-1,6/1/24,LOS ANGELES ANGELS,road,0,136,,SEATTLE MARINERS,2024-06-01_SEATTLE MARINERS_LOS ANGELES ANGELS,2024-06-01_LOS ANGELES ANGELS_SEATTLE MARINERS,LAA,SEA,FALSE,,2024-06-01_LAA_SEA,SEA,9,FALSE,-100,9,7.5,TRUE
6/2/24,2024,LAA,SEA,1,5,SEA,LAA,away,L,0.362068966,0,4,21,37,21-37,2024-06-02_LAA_SEA,2024-06-02_SEA_LAA,2024-06-02_LAA_SEA,,SEA,45445-LAA@SEA-1,6/2/24,LOS ANGELES ANGELS,road,1,176,,SEATTLE MARINERS,2024-06-02_SEATTLE MARINERS_LOS ANGELES ANGELS,2024-06-02_LOS ANGELES ANGELS_SEATTLE MARINERS,LAA,SEA,FALSE,,2024-06-02_LAA_SEA,SEA,5,FALSE,-100,6,7,FALSE
6/7/24,2024,LAA,HOU,1,7,HOU,LAA,home,L,0.387096774,3,0,24,38,24-38,2024-06-07_LAA_HOU,2024-06-07_HOU_LAA,2024-06-07_HOU_LAA,,HOU,45450-HOU@LAA-1,6/7/24,LOS ANGELES ANGELS,home,1,138,,HOUSTON ASTROS,2024-06-07_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-06-07_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-06-07_HOU_LAA,HOU,7,FALSE,-100,8,8.5,FALSE
6/8/24,2024,LAA,HOU,1,6,HOU,LAA,home,L,0.380952381,0,1,24,39,24-39,2024-06-08_LAA_HOU,2024-06-08_HOU_LAA,2024-06-08_HOU_LAA,,HOU,45451-HOU@LAA-1,6/8/24,LOS ANGELES ANGELS,home,1,148,,HOUSTON ASTROS,2024-06-08_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-06-08_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-06-08_HOU_LAA,HOU,6,FALSE,-100,7,8.5,FALSE
6/9/24,2024,LAA,HOU,9,7,LAA,HOU,home,W,0.375,0,2,24,40,24-40,2024-06-09_LAA_HOU,2024-06-09_HOU_LAA,2024-06-09_HOU_LAA,,HOU,45452-HOU@LAA-1,6/9/24,LOS ANGELES ANGELS,home,9,148,,HOUSTON ASTROS,2024-06-09_HOUSTON ASTROS_LOS ANGELES ANGELS,2024-06-09_HOUSTON ASTROS_LOS ANGELES ANGELS,LAA,HOU,FALSE,,2024-06-09_HOU_LAA,HOU,7,TRUE,148,16,8.5,TRUE
6/11/24,2024,LAA,ARI,4,9,ARI,LAA,away,L,0.384615385,1,0,25,40,25-40,2024-06-11_LAA_ARI,2024-06-11_ARI_LAA,2024-06-11_ARI_LAA,,ARI,45454-LAA@ARI-1,6/11/24,LOS ANGELES ANGELS,road,4,134,,ARIZONA DIAMONDBACKS,2024-06-11_ARIZONA DIAMONDBACKS_LOS ANGELES ANGELS,2024-06-11_ARIZONA DIAMONDBACKS_LOS ANGELES ANGELS,LAA,ARI,FALSE,,2024-06-11_ARI_LAA,ARI,9,FALSE,-100,13,9,TRUE
